City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
203,Port Lincoln,AU,57.38,few clouds,-34.7333,135.8667,Port Lincoln Hotel
206,Flin Flon,CA,54.01,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
211,Chernyshevskiy,RU,37.81,overcast clouds,63.0128,112.4714,Chernyseyskiy
213,Teguldet,RU,53.55,overcast clouds,57.3064,88.1667,
218,Mount Isa,AU,67.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
224,Nantucket,US,53.65,light rain,41.2835,-70.0995,Jared Coffin House
225,Te Anau,NZ,60.76,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
226,Shimoda,JP,62.96,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
227,Krasnoturansk,RU,50.04,broken clouds,54.3186,91.5639,Sotsial'naya Gostinitsa
229,Ribeira Grande,PT,61.41,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
231,Palmer,US,57.81,overcast clouds,42.1584,-72.3287,Wedgewood Motel
234,Luebo,CD,73.54,overcast clouds,-5.35,21.4167,
235,Minsk,BY,53.35,overcast clouds,53.9,27.5667,Minsk Hotel
236,Belyy Yar,RU,49.89,clear sky,53.6039,91.3903,Pasportnyy Stol
237,Esperance,AU,56.25,clear sky,-33.8667,121.9,Hospitality Esperance
238,Uruzgan,AF,66.76,clear sky,32.8333,66.0,
240,Chapais,CA,37.18,scattered clouds,49.7834,-74.8492,Hôtel Opémiska
241,Araripina,BR,72.18,few clouds,-7.5761,-40.4983,Hotel Eco Recanto da Serra
242,Chengde,CN,53.4,broken clouds,40.9725,117.9361,Super 8 Hotel
245,Narsaq,GL,37.62,overcast clouds,60.9167,-46.05,Sleep In Narsaq
246,Ifakara,TZ,71.37,overcast clouds,-8.1333,36.6833,Tanzanian Training Centre for International Health
249,Laela,TZ,56.53,broken clouds,-8.5667,32.05,
250,Khilok,RU,46.83,broken clouds,51.3674,110.4676,"Gostevoy Dom ""Magnit"""
251,College,US,51.75,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
255,Los Llanos De Aridane,ES,62.35,broken clouds,28.6585,-17.9182,Valle Aridane
256,La Solana,ES,53.83,clear sky,38.9442,-3.2381,Apartamento Prado
258,Douglas,US,66.38,overcast clouds,41.3,-96.167,Hilton Garden Inn Omaha West
262,Kungurtug,RU,45.81,few clouds,50.5994,97.5228,
263,Moron,AR,65.95,clear sky,-34.6534,-58.6198,Hotel Morón
266,Skagen,DK,50.38,overcast clouds,57.7209,10.5839,Ruth's Hotel
267,Eureka,US,59.67,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
268,Rawson,AR,60.3,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
271,Steubenville,US,56.64,overcast clouds,40.3698,-80.634,University hotel steubenville
272,Inverness,GB,49.78,overcast clouds,57.4791,-4.224,Glen Mhor Hotel & Apartments
274,Ketchikan,US,48.67,scattered clouds,55.3422,-131.6461,Snow's Cove Lodge
275,Bukachacha,RU,48.33,overcast clouds,52.9833,116.9167,
276,Naze,JP,74.32,overcast clouds,28.3667,129.4833,Shishime Hotel
277,Tuyen Quang,VN,73.9,overcast clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
278,Goderich,CA,61.12,broken clouds,43.7501,-81.7165,Harmony Inn
279,Nikolskoye,RU,50.81,few clouds,59.7035,30.7861,Tourist House - Sablino
281,Ulladulla,AU,56.77,overcast clouds,-35.35,150.4667,Sandpiper Motel
282,Portland,US,60.53,moderate rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
288,Ahipara,NZ,67.73,clear sky,-35.1667,173.1667,Ahipara Holiday Park
290,Vardo,NO,39.4,overcast clouds,70.3705,31.1107,Vardø Hotel AS
291,Uglich,RU,43.66,broken clouds,57.5275,38.3317,Volzhskaya Riv'yera
292,Ulaanbaatar,MN,35.73,heavy intensity rain,47.9077,106.8832,The Blue Sky Hotel and Tower
293,Kathmandu,NP,64.62,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
294,Zhezkazgan,KZ,51.13,scattered clouds,47.8043,67.7144,Hotel Zumrat
295,Banyo,CM,68.47,overcast clouds,6.75,11.8167,Motel JOMBA
296,Xai-Xai,MZ,65.93,clear sky,-25.0519,33.6442,Complexo da Familia
297,Oktyabrskiy,RU,35.87,scattered clouds,54.4815,53.471,Гостиница Октябрьская
298,Saint-Philippe,RE,71.19,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
301,Macamic,CA,41.54,clear sky,48.7502,-78.9996,"Maison Tardif Enr. - Chambre à Macamic, QC"
302,Pudozh,RU,40.53,broken clouds,61.8099,36.5345,Guest-House na Transportnoy
304,Alekseyevsk,RU,43.72,overcast clouds,57.8406,108.3492,
306,Chokwe,MZ,65.37,clear sky,-24.5333,32.9833,Complexo Sonho Real
307,Centralia,US,56.44,overcast clouds,46.7162,-122.9543,Peppermill Inn
309,Hualmay,PE,65.01,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
310,Saiki,JP,69.37,scattered clouds,32.95,131.9,（株）サンテツ
312,Conde,BR,72.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
313,Grand Gaube,MU,73.8,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
314,Prince Rupert,CA,48.29,clear sky,54.3161,-130.3201,Crest Hotel
315,El Alto,PE,67.75,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
316,Seoul,KR,63.79,broken clouds,37.5683,126.9778,롯데호텔 서울
317,Tiznit,MA,73.18,broken clouds,29.5833,-9.5,
318,Helong,CN,51.31,broken clouds,42.5397,128.9972,Helong Hotel
320,Devonport,AU,55.09,broken clouds,-41.1667,146.35,Gateway Hotel by Nightcap Plus
321,Roald,NO,46.76,broken clouds,62.5833,6.1333,Flem Cabins
322,Toyoshina,JP,69.15,few clouds,36.2999,137.9011,Hotel Route-Inn Court Azumino Toyoshina Ekiminami
324,Tapes,BR,59.04,broken clouds,-30.6733,-51.3958,Cabanas Camping Union
325,Mvuma,ZW,53.4,clear sky,-19.2792,30.5283,Nyangombe Backpackers
326,Byron Bay,AU,66.94,overcast clouds,-28.65,153.6167,Backpackers Inn
328,Bauru,BR,67.14,clear sky,-22.3147,-49.0606,Astor Hotel
329,Atbasar,KZ,38.7,overcast clouds,51.8,68.3333,Гостиничный Комплекс Saad
330,Tete,MZ,66.31,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
331,Lebu,CL,52.34,broken clouds,-37.6167,-73.65,Hostal Las Lilas
332,Kargopol,RU,37.98,few clouds,61.5071,38.9456,Moroshka Inn
333,Khani,GE,42.37,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
334,Cabedelo,BR,74.07,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
335,Hinton,CA,53.42,overcast clouds,53.4001,-117.5857,Econo Lodge & Suites
337,Moutier,CH,53.26,broken clouds,47.2782,7.3695,Hôtel-Restaurant de l´Etoile
342,Hvide Sande,DK,51.1,overcast clouds,56.0045,8.1294,Hvide Sande Hotel
343,Kutum,SD,74.77,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
344,Kruisfontein,ZA,59.38,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
348,Frome,GB,56.1,overcast clouds,51.2283,-2.3221,Premier Inn Frome hotel
349,Ostrovnoy,RU,35.71,overcast clouds,68.0531,39.5131,
354,Waddan,LY,66.72,overcast clouds,29.1614,16.139,محل الشريف محمد العايب
356,Necochea,AR,56.5,few clouds,-38.5473,-58.7368,dyd -mar Hotel
358,Jennings,US,55.42,overcast clouds,38.7192,-90.2604,First Western Inn
359,Mackenzie,CA,43.02,overcast clouds,55.2999,-123.1698,Hilton Shop
360,Ulaangom,MN,53.58,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
363,Abu Kamal,SY,61.27,light rain,34.4506,40.9171,البوكمال
364,Karema,TZ,70.14,scattered clouds,-6.8205,30.4389,
365,Palora,EC,66.94,overcast clouds,-1.7,-77.9333,Rancho grande
366,Vilyuysk,RU,38.62,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
367,Svetlaya,RU,50.43,light rain,46.5389,138.3297,
368,Baykit,RU,41.5,broken clouds,61.67,96.37,
369,La Ronge,CA,55.62,broken clouds,55.1001,-105.2842,Northland Motor Hotel
370,Nigde,TR,37.27,overcast clouds,37.8333,34.75,
371,Comodoro Rivadavia,AR,53.46,clear sky,-45.8667,-67.5,Austral Hotel
372,Korla,CN,69.39,clear sky,41.7597,86.1469,Gulisitan Hotel
373,Sao Joao Da Barra,BR,71.73,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
374,Asfi,MA,65.8,broken clouds,32.2994,-9.2372,Hôtel Abda
375,Caravelas,BR,74.62,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
